id	value
1768	64035
1769	64046
1770	64057
1771	64067
1772	64078
1773	64088
1774	64099
1775	64109
1776	64120
1777	64130
1778	64140
1779	64151
1780	64161
1781	64171
1782	64181
1783	64192
1784	64202
1785	64212
1786	64222
1787	64232
1788	64242
1789	64252
1790	64261
1791	64271
1792	64281
1793	64291
1794	64301
1795	64310
1796	64320
1797	64330
1798	64339
1799	64349
1800	64358
1801	64368
1802	64377
1803	64387
1804	64396
1805	64405
1806	64414
1807	64424
1808	64433
1809	64442
1810	64451
1811	64460
1812	64469
1813	64478
1814	64487
1815	64496
1816	64505
1817	64514
1818	64523
1819	64532
1820	64540
1821	64549
1822	64558
1823	64566
1824	64575
1825	64584
1826	64592
1827	64601
1828	64609
1829	64617
1830	64626
1831	64634
1832	64642
1833	64651
1834	64659
1835	64667
1836	64675
1837	64683
1838	64691
1839	64699
1840	64707
1841	64715
1842	64723
1843	64731
1844	64739
1845	64747
1846	64754
1847	64762
1848	64770
1849	64777
1850	64785
1851	64793
1852	64800
1853	64808
1854	64815
1855	64822
1856	64830
1857	64837
1858	64844
1859	64852
1860	64859
1861	64866
1862	64873
1863	64880
1864	64887
1865	64895
1866	64902
1867	64908
1868	64915
1869	64922
1870	64929
1871	64936
1872	64943
1873	64949
1874	64956
1875	64963
1876	64969
1877	64976
1878	64982
1879	64989
1880	64995
1881	65002
1882	65008
1883	65015
1884	65021
1885	65027
1886	65033
1887	65040
1888	65046
1889	65052
1890	65058
1891	65064
1892	65070
1893	65076
1894	65082
1895	65088
1896	65094
1897	65099
1898	65105
1899	65111
1900	65117
1901	65122
1902	65128
1903	65133
1904	65139
1905	65144
1906	65150
1907	65155
1908	65161
1909	65166
1910	65171
1911	65177
1912	65182
1913	65187
1914	65192
1915	65197
1916	65202
1917	65207
1918	65212
1919	65217
1920	65222
1921	65227
1922	65232
1923	65237
1924	65242
1925	65246
1926	65251
1927	65256
1928	65260
1929	65265
1930	65270
1931	65274
1932	65279
1933	65283
1934	65287
1935	65292
1936	65296
1937	65300
1938	65305
1939	65309
1940	65313
1941	65317
1942	65321
1943	65325
1944	65329
1945	65333
1946	65337
1947	65341
1948	65345
1949	65349
1950	65352
1951	65356
1952	65360
1953	65363
1954	65367
1955	65371
1956	65374
1957	65378
1958	65381
1959	65385
1960	65388
1961	65391
1962	65395
1963	65398
1964	65401
1965	65404
1966	65408
1967	65411
1968	65414
1969	65417
1970	65420
1971	65423
1972	65426
1973	65429
1974	65431
1975	65434
1976	65437
1977	65440
1978	65442
1979	65445
1980	65448
1981	65450
1982	65453
1983	65455
1984	65458
1985	65460
1986	65463
1987	65465
1988	65467
1989	65470
1990	65472
1991	65474
1992	65476
1993	65478
1994	65480
1995	65482
1996	65484
1997	65486
1998	65488
1999	65490
2000	65492
2001	65494
2002	65496
2003	65497
2004	65499
2005	65501
2006	65502
2007	65504
2008	65505
2009	65507
2010	65508
2011	65510
2012	65511
2013	65513
2014	65514
2015	65515
2016	65516
2017	65518
2018	65519
2019	65520
2020	65521
2021	65522
2022	65523
2023	65524
2024	65525
2025	65526
2026	65527
2027	65527
2028	65528
2029	65529
2030	65530
2031	65530
2032	65531
2033	65531
2034	65532
2035	65532
2036	65533
2037	65533
2038	65534
2039	65534
2040	65534
2041	65535
2042	65535
2043	65535
2044	65535
2045	65535
2046	65535
2047	65535
2048	65535
2049	65535
2050	65535
2051	65535
2052	65535
2053	65535
2054	65535
2055	65534
2056	65534
2057	65534
2058	65533
2059	65533
2060	65532
2061	65532
2062	65531
2063	65531
2064	65530
2065	65530
2066	65529
2067	65528
2068	65527
2069	65527
2070	65526
2071	65525
2072	65524
2073	65523
2074	65522
2075	65521
2076	65520
2077	65519
2078	65518
2079	65516
2080	65515
2081	65514
2082	65513
2083	65511
2084	65510
2085	65508
2086	65507
2087	65505
2088	65504
2089	65502
2090	65501
2091	65499
2092	65497
2093	65496
2094	65494
2095	65492
2096	65490
2097	65488
2098	65486
2099	65484
2100	65482
2101	65480
2102	65478
2103	65476
2104	65474
2105	65472
2106	65470
2107	65467
2108	65465
2109	65463
2110	65460
2111	65458
2112	65455
2113	65453
2114	65450
2115	65448
2116	65445
2117	65442
2118	65440
2119	65437
2120	65434
2121	65431
2122	65429
2123	65426
2124	65423
2125	65420
2126	65417
2127	65414
2128	65411
2129	65408
2130	65404
2131	65401
2132	65398
2133	65395
2134	65391
2135	65388
2136	65385
2137	65381
2138	65378
2139	65374
2140	65371
2141	65367
2142	65363
2143	65360
2144	65356
2145	65352
2146	65349
2147	65345
2148	65341
2149	65337
2150	65333
2151	65329
2152	65325
2153	65321
2154	65317
2155	65313
